source_ids	portable_path	portable_sha256	artifact_role	migration_status	verification	note
DP-S307;DP-S308;DP-S600	analysis/data_preprocessing/tests/test_shower_reconstruction.cxx	0cddcc9a825c35e22c07c3a8c61a84e763f1060e4cc3bc167298477c6945a2a5	data_free_root_validation	added	server_root_test_passed	Checks crystal roles one-MeV 50 ns and 100 ns boundaries orthogonal and diagonal merging placeholders candidate veto branches dictionaries and ROOT streaming.
DP-S600;DP-S710	analysis/data_preprocessing/tests/test_reconstructed_event_tree.cxx	c445d25cee899f653bd0c6a079ae11cc5447d7a2515fd9e31d42bf3bd4f7aab8	synthetic_root_validation	added	server_root_test_passed	Checks trigger-monitor branch propagation in addition to exact detector-energy reconstructed veto-silent vetoed and zero-energy placeholder histogram behavior.
DP-S601	analysis/data_preprocessing/config/central_beam_off_run_groups.tsv	43946447c6b5bb1c40903a38304f4cfb377ba21f0198d6731549433e913e3587	run_group_manifest	added	local_full_python_suite_passed	Freezes the six reviewed beam-off groups separately from the generic historical Makefile rule.
DP-S602;DP-S603	analysis/data_preprocessing/include/reconstructed_spectrum_merge.h	ec7ef5647e04181670f3c9c1126924af9f1be49c6e411af97d03112b33f8206a	public_analysis_header	added	server_build_and_root_test_passed	Defines the M9 explicit-input per-crystal and merged-spectrum contract for beam-on and beam-off samples.
DP-S602;DP-S603	analysis/data_preprocessing/src/reconstructed_spectrum_merge.cxx	8b041aeaa6e83205c53b50a69e41b1a4df25a2125a3ba9645bfcd253f7dbd529	analysis_implementation	migrated	server_root_synthetic_test_passed	Replaces hadd and duplicate macros while preserving h_eDep and all three per-crystal reconstructed families, central h_recon, side h_recon_veto, 0.2 MeV final spectra, c1 and h_rate.
DP-S602;DP-S603	analysis/data_preprocessing/apps/merge_reconstructed_spectra.cxx	771457feb684d316b89ccdd5a1e0dda32fa138a12dc926053945f1e94c987c65	command_line_entry	added	server_build_and_root_test_passed	Accepts repeated explicit M8 files, distinct per-crystal and merged outputs, an explicit sample role, protected outputs and a run report.
DP-S602;DP-S603	analysis/data_preprocessing/tests/test_reconstructed_spectrum_merge.cxx	a94f125384dbcf2c577a8419e814719094c855869db8a5a84741b1c2515214bd	synthetic_root_validation	added	server_root_test_passed	Checks all sixty per-crystal objects, exact central and side group arithmetic, raw 0.2 MeV spectra, diagnostic objects, duplicate inputs, missing objects and overwrite rejection.
DP-S307;DP-S308;DP-S600	analysis/data_preprocessing/M8_SHOWER_RECONSTRUCTION_MIGRATION_REVIEW.md	f378b56d4b24d2bf9ebbbce61b8e1168b99ae9f01bc50d8f68c40016f6596e00	migration_review	added	contract_and_server_tests_reviewed	Records source identities event-tree schema exact reconstruction and veto boundaries M6 dependency validation status limitations and the closed M9 downstream boundary.
DP-S600;DP-S601;DP-S602;DP-S603;DP-S604	analysis/data_preprocessing/M9_RUN_AND_SPECTRUM_MERGE_MIGRATION_REVIEW.md	de1787685a81a5db6ed58feb0633c556cf191c3bc0d90bd25b662d10352e777a	migration_review	added	contract_and_server_tests_reviewed	Records the 60 plus 6 run-group provenance per-run histogram contract beam-on and beam-off sample roles merge arithmetic validation limits and M10 boundary.
DP-S702	analysis/data_preprocessing/include/gamma_position.hpp	01342a11ad41cc265ed87f97b0426fa3468cbc5dd03e71126499636d64e87eff	public_geometry_header	migrated	server_synthetic_test_passed	Defines the 15-crystal relative coordinate interface without duplicating plotting logic.
DP-S703;DP-S704	analysis/data_preprocessing/include/spatial_spread.hpp	33159a4abbda3420b9f2fb3c084c36ef8acf1a04125d26d1f0fb9b2aa8b5faaf	public_observable_header	migrated	server_synthetic_test_passed	Separately names the energy-weighted absolute spreads used by the thesis and the auxiliary squared-weight historical spreads.
DP-S700;DP-S701;DP-S702;DP-S703;DP-S704	analysis/data_preprocessing/include/chapter3_diagnostics.h	8cdb5e64363dffbe87b1c4245eacb5dd1d1be7f395c02c305743a7ead6bae426	public_analysis_header	added	server_synthetic_test_passed	Defines explicit beam-on or beam-off diagnostic production from stored M8 recon_result trees and records both reviewed sample definitions.
DP-S702	analysis/data_preprocessing/src/gamma_position.cxx	e9f0c6a62b008a82955cdd0571fc0ef7084be51dd11bebb847da462830e10af6	geometry_implementation	migrated	server_synthetic_test_passed	Preserves the historical neighbor and diagonal coordinate map and rejects invalid crystal indices.
DP-S703;DP-S704	analysis/data_preprocessing/src/spatial_spread.cxx	423ae3e6e4cc3cd68170c8f34274c567ca1e3933efe503dcf95d678d43818a31	observable_implementation	migrated	server_synthetic_test_passed	Preserves get_ax_ay and get_sx_sy numerical definitions in crystal-pitch units with explicit validity checks.
DP-S700;DP-S701;DP-S702;DP-S703;DP-S704	analysis/data_preprocessing/src/chapter3_diagnostics.cxx	613e390117606bceac4a65e604cef109818141dc32e8e5460e14b60a6c874ec2	analysis_implementation	migrated	server_synthetic_test_passed	Reads the stored reconstruction once; fills the main central plus side-veto diagnostics and the author-confirmed all-15 no-veto multiplicity diagnostics as distinct object families; beam-off retains the historical negative core-time sign.
DP-S700;DP-S701	analysis/data_preprocessing/apps/build_chapter3_diagnostics.cxx	1bd3abdac71d0ce296cb3e4ca4abb601a7cf16ede5007c6ea3aa7c03ab4f8a25	command_line_entry	added	server_build_and_root_test_passed	Accepts repeated explicit M8 inputs, beam-on or beam-off role, protected ROOT output and a public-safe TSV report; configuration printing exposes both candidate definitions.
DP-S700;DP-S701;DP-S702;DP-S703;DP-S704	analysis/data_preprocessing/tests/test_chapter3_diagnostics.cxx	a06e1065ea787854c1631f77632158ff94438bcfe319efbc87042a4916844812	synthetic_root_validation	added	server_root_test_passed	Checks stored reconstruction consumption, spatial observables, main side-veto selection, all-15 no-veto multiplicity, energy boundaries, published time-energy binning, historical beam-off time sign, reports and output creation.
DP-S700;DP-S701;DP-S702;DP-S703;DP-S704	analysis/data_preprocessing/M10A_CHAPTER3_DIAGNOSTICS_MIGRATION_REVIEW.md	13bb43c574930f75f82df574e927c67395da2d483e5c5606d8678c6f4b13040b	migration_review	added	contract_and_server_tests_reviewed	Records the M10A/M10B boundary, two candidate definitions, output-object schemas, stored-reconstruction dependency, historical binning discrepancy, local orchestration validation, server ROOT verification and remaining trigger work.
DP-S700;DP-S704	plotting/records/reconstruction-multiplicity.json	f3b9c5ebd817f9b6647fd1a42a812cad1d707feb2baaf9c783bed6f5b4072063	figure_workflow_record	added	record_validation_passed	Connects the adopted all-15 no-veto multiplicity figure to its historical source, M10A ROOT objects, real-data counts, portable Python renderer, thesis artifact checksum and unresolved 6731/19 provenance note.
DP-S504	plotting/records/neighbor-time-csi05-csi06.json	830357a073a00209a30efb9e05fe5a5d45dcd25c617ffcbce6dc99980df67563	figure_workflow_record	added	record_validation_passed	Connects the adopted two-dimensional time-correlation figure to the historical source M7 objects rendering entries and checksum.
DP-S504	plotting/records/unit05-time-neighbor-difference.json	a78fe9316b2beb716f2b2755f2446cd823d47f5bceef3db29d129ef9fe43d60f	figure_workflow_record	added	record_validation_passed	Connects the adopted one-dimensional timing figure to h3 h1 and unscaled hh_diff and records the real-data peak ratio.
DP-S710;DP-S711;DP-S712	analysis/data_preprocessing/include/trigger_diagnostics.h	eff0afc8ded58bd0f41a335721b4147b93ff95e56c6a8461a5cc27175efcbd05	public_analysis_header	migrated	server_synthetic_test_passed	Defines strict trigger-monitor and inclusive trigger-conditioned windows plus explicit historical and reviewed candidate policies.
DP-S710;DP-S711;DP-S712;DP-S713;DP-S714;DP-S715;DP-S716;DP-S717;DP-S718;DP-S719	analysis/data_preprocessing/src/trigger_diagnostics.cxx	0efc0cb873a25d717189215fa16331c45221bc5331d886bde8b0ab86a416e994	analysis_implementation	migrated	server_synthetic_test_passed	Produces all fifteen trigger-monitor spectra and five conditioned time-energy objects for both the frozen Fig. 15 macro policy and the reviewed main-analysis policy in one pass over stored M8 reconstructions.
DP-S710;DP-S713;DP-S714;DP-S715;DP-S716;DP-S717;DP-S718	analysis/data_preprocessing/apps/build_trigger_diagnostics.cxx	c258f10738702871eb5bcf9f40b551b1c81b9437807cf3274770946bcc214de5	command_line_entry	added	server_build_and_root_test_passed	Protected M10B producer entry with frozen configuration display and machine-readable run report.
DP-S710;DP-S713;DP-S714;DP-S715;DP-S716;DP-S717;DP-S718	analysis/data_preprocessing/tests/test_trigger_diagnostics.cxx	8ecd7008d04ad5f9e1171a3eb522f7f41b27aab1f620d9c112f8df8d247df84e	synthetic_root_validation	added	server_root_test_passed	Checks strict versus inclusive boundaries trigger index mapping histogram schemas and the deliberate difference between historical and reviewed veto policies.
DP-S710;DP-S711;DP-S712	plotting/plot_trigger_tdc_distributions.py	f9755489706b8c9825b8923027988364ca157da695a08d1299509cc6cc8ac1b2	supplementary_python_redraw	updated	local_syntax_passed	Retains the historical input mode and adds a direct M10B portable ROOT input without changing histogram contents.
DP-S713;DP-S714;DP-S715;DP-S716;DP-S717;DP-S718;DP-S719	plotting/plot_trigger_energy_time_correlations.py	b8eb78b656d76f06705b04b23b30710f105e5ca4c715e6243f6e0858a69b2748	supplementary_python_redraw	updated	local_syntax_passed	Retains five historical files reads explicitly selected historical or reviewed M10B objects and records the exact chosen veto policy in output metadata.
DP-S710;DP-S711;DP-S712;DP-S713;DP-S714;DP-S715;DP-S716;DP-S717;DP-S718;DP-S719;DP-S720	analysis/data_preprocessing/M10B_TRIGGER_DIAGNOSTICS_MIGRATION_REVIEW.md	a67afc185af2ccb0c6e675ed0f1d6fdb1592a57e10f90a22096bb6017c9ea45e	migration_review	added	contract_and_server_tests_reviewed	Records retained trigger arrays strict and inclusive windows historical versus reviewed veto policies object schemas unified orchestration and the fifteen-test server result.
DP-S710;DP-S711;DP-S712	plotting/records/cshine-trigger-tdc-distributions.json	37dc540fdc16300952d3a28deafbc77fdac7cf7ab6ebdc702943fa42b5c34b60	figure_workflow_record	updated	record_validation_passed	Maps the adopted trigger-monitor figure to the portable M10B ROOT object family while retaining the historical rendering route.
DP-S713;DP-S714;DP-S715;DP-S716;DP-S717;DP-S718;DP-S719	plotting/records/cshine-trigger-energy-time-correlations.json	25e95d34e8a8a08e5257eae00aae93df107d23899b5c38a863fcfb1b8232404a	figure_workflow_record	updated	record_validation_passed	Maps the adopted historical-policy trigger-conditioned figure to the explicit M10B historical object family and records the distinct reviewed-policy family.
DP-S721;DP-S722;DP-S723;DP-S724	analysis/data_preprocessing/include/fast_coincidence_spectra.h	72199e37ef43b99561f6e266ba9323e0d445823262649da09ba1efef9aea54d7	public_analysis_header	migrated	local_syntax_reviewed	Freezes the SSD M2 exclusion equal-width time windows input tree schema and output spectrum contract.
DP-S721;DP-S722;DP-S723;DP-S724	analysis/data_preprocessing/src/fast_coincidence_spectra.cxx	b1bbe3c815eea732a0a1626a07e95b5f60e802f227520911098ed6eda62ec6ac	analysis_implementation	migrated	server_synthetic_test_passed	Consumes M8 stored reconstructions applies the strict SSD M2 exclusion and inclusive signal or random windows and writes separate central side and total spectra.
DP-S721;DP-S722;DP-S723;DP-S724	analysis/data_preprocessing/apps/build_fast_coincidence_spectra.cxx	a143d0f647fe6813134230dfa00779d6758f15e7b5c71f3e4337f1c3149f3f40	command_line_entry	added	server_build_and_root_test_passed	Accepts explicit M8 inputs and writes protected fast-window random-window ROOT outputs plus a TSV report.
DP-S721;DP-S722;DP-S723;DP-S724	analysis/data_preprocessing/tests/test_fast_coincidence_spectra.cxx	58b1b7375b94fdbf2c5af6439cf8a1943b510fea0dc65f91da77f5c819a79947	synthetic_root_validation	added	server_root_test_passed	Checks strict trigger boundaries inclusive time boundaries main-spectrum veto policy schemas reporting and output protection.
DP-S604;DP-S725	analysis/data_preprocessing/include/observed_spectrum.h	95b61a62b5a30d31da7375487831d3a01a9222534a67e724b8ef846cf3ad00b4	public_analysis_header	migrated	local_syntax_reviewed	Defines distinct M11 subtraction modes and the strict M12 TH1D histDiff interface contract.
DP-S604;DP-S725	analysis/data_preprocessing/src/observed_spectrum.cxx	2859c88fa80d7acec7a0305732fdb9048683f1c9f11e6fbfcd3bde59ae0fbf8e	analysis_implementation	migrated	local_code_reviewed	Preserves M11 arithmetic and adds read-only M12 class axis uncertainty negative-bin and flow-bin validation.
DP-S604;DP-S725	analysis/data_preprocessing/apps/build_observed_spectrum.cxx	ad55c73eb6cfe5b4bad2e08b9262c4da1f553b00d3b23aebe02bc9d825f2d07b	command_line_entry	added	server_build_and_root_test_passed	Requires an explicit slow or fast mode and writes one protected ROOT output and run report.
DP-S604;DP-S725	analysis/data_preprocessing/tests/test_observed_spectrum.cxx	d92449a5a74292779d57ffa68bffdb1b79c4de3d0aba9d45ac1e933722f54269	synthetic_root_validation	added	server_root_test_passed	Checks slow normalization fast direct subtraction one-MeV output binning reports and overwrite rejection.
DP-S604;DP-S721;DP-S722;DP-S723;DP-S724;DP-S725	analysis/data_preprocessing/M11_BACKGROUND_SUBTRACTION_MIGRATION_REVIEW.md	0d126c0b30678d14b4c885c9a41e3b78fb6c745962f4decf38d3ace01304f08b	migration_review	added	contract_and_server_tests_reviewed	Records the separate M11 routes and the author-limited M12 interface handoff, with the later M0B source closure stated explicitly.
DP-S604	analysis/data_preprocessing/apps/inspect_observed_spectrum.cxx	758270ab97825d73a49376ea0683e3362dcf63b3739ef51b4d22b8f0e6f1c7f5	command_line_entry	added	local_code_reviewed	Read-only M12 interface inspector with protected report output and frozen configuration printing.
DP-S604	analysis/data_preprocessing/tests/test_observed_spectrum_interface.cxx	8ba09abd730d7b1c9307239785a1271a8945a6ed111fc17df2b7c259639b73fe	synthetic_root_validation	added	server_root_test_passed	Checks strict TH1D schema stored errors negative and flow bins nested output creation overwrite rejection and TH1F rejection.
DP-S604	analysis/data_preprocessing/M12_OBSERVED_SPECTRUM_INTERFACE_REVIEW.md	4d90f836bfc39df652b4675440e2ba2c9255c518ce92b3667dea3455d77a70cf	migration_review	added	contract_and_server_tests_reviewed	Freezes only the detector-level observed-spectrum interface and records the eighteen-test server result while leaving later physics analyses to consumers.
DP-S801;DP-S802;DP-S803	analysis/data_preprocessing/config/reconstruction_spectra_figure_run_groups.tsv	77be2701250ee16e74a47dd3ca6bfab0986f99a4f077f3b91db6d58f66f9cf98	figure_run_group_manifest	added	local_structure_and_subset_test_passed	Freezes the exact 59-group March 5--10 sample used by the historical figure and excludes the extra March 4 central-analysis run group.
DP-S801;DP-S802;DP-S803	plotting/plot_reconstruction_spectra.py	a1fe6195b49f5ae49b6eec38e83dc588ab2496ba02840eda020975105f742634	supplementary_python_redraw	added	local_syntax_and_contract_review_passed	Reads only M9 per-crystal histograms preserves object families rebinning panel order and normalization and does not repeat reconstruction.
DP-S801;DP-S802;DP-S803	plotting/records/cshine-spectra-reconstruction.json	b3a99568702a7e4542d33ad5334c03b0cdc3f00e8d9f7eedefa3b9ad92397bb6	figure_workflow_record	added	record_validation_passed	Records the exact 59-group source chain portable boundary original adopted PDF checksum and full-data rerun limit.
DP-S801;DP-S802;DP-S803	plotting/README.md	cf493267b5d47ba54e3ba72475152d1b2e0c81684ae184e40109df6c10f3935a	figure_navigation	updated	m0b_figure_contract_reviewed	Defines plotting as the display layer for the SnSn gamma-spectrum calibration repository and documents the 59-group sample three histogram families M8/M9 reuse and unchanged adopted source PDF.
DP-S801;DP-S802;DP-S803	analysis/data_preprocessing/provenance/README.md	7f8241d89c5fffd0d4a06870a873f966e5169cb4bb88474ef1bc561988d88ebf	provenance_navigation	updated	m0b_source_closure_reviewed	States that the before/after reconstruction producer final notebook and dedicated figure sample are frozen and that generated parameter references remain local-only.
